,OsloO,OsloS,OsloN,OsloV,Aas,Moss,Fredrikstad,Sarpsborg,Drammen,Lillestrom,Jessheim,Honefoss,Nesbyen,Gol,Geilo,Kongsberg,Porsgrunn,Seljord,Horten,Sandefjord,Rauland,Risor,Arendal,Grimstad,KristiansandS,KristiansandN,Mandal,Lyngdal,Vestbygd,Flekkefjord,Tonstad,Evje,Rysstad,Hovden,Aamli,Egersund,Heskestad,Byrkjedal,Bryne,Erfjord,StavangerS,StavangerO,StavangerV,Aardal,Sauda,Vikedal,Aksdal,Haugesund,Ferkingstad,Bomlo,Skaanevik,Roldal,Odda,Rosendal,Mundheim,Osoyro,Fusa,Austevoll,Eikelandsosen,Norheimsund,Kinsarvik,Eidfjord,Vossevangen,BergenS,Loddefjord,BergenN,Nyborg,Aagotnes,Flaam,Sogndal,Forde,Nordfjordeid,Maaloy,Kongsvinger,Flisa,Hamar,Gjovik,Lillehammer,Trysil,Koppang,Vinstra,Beitostolen,Lom,Dokka,Hodalen,Alvdal,Dombaas,Vestre Gausdal,Fagernes,Geiranger,Volda,Ulsteinvik,Aalesund,Aandalsnes,Molde,Tingvoll,Sunndalsora,Kristiansund,Rindal,Orkanger,Hestvika,Kvenvaer,Sistranda,Titran,Oppdal,Berkaak,Rennebu,Storen,Melhus,TrondheimV,TrondheimS,TrondheimN,TrondheimO,Roros,Haltdalen,Selbu,Hommelvik,Stjordal,Meraaker,Frosta,Vanvikan,Brekstad,Levanger,Mosvik,Steinkjer,Aafjord,Steinsdalen,Flatanger,Namsos,Namsskogan,Foldereid,Rorvik,Bronnoysund,Hattfjelldal,Mosjoen,Sandnessjoen,Mo i Rana,Jektvik,Glomfjord,Krokstranda,Storjord,Fauske,Bodo,Morsvikbotn,Leinesfjorden,Hamsund,Ballangen,Narvik,Sortland,Andenes,Nordland,Leknes,Sorvaagen,Harstad,Bardufoss,Gryllefjord,Elverhoy,Tromso,Skulsfjord,Hansnes,Finnsnes,Olderdalen,Skjervoy,Alta,Kautokeino,Karasjok,Lakselv,Olderfjord,Honningsvaag,Hammerfest,Veidnes,Mehamn,Borselv,Tana bru,Tana,Vadso,Kirkenes,Vardo,Baatsfjord
Porsgrunn,156.076,145.708,156.112,155.458,120.516,89.668,126.452,125.434,118.934,167.206,187.738,175.087,246.747,265.473,251.672,91.985,0,87.2,75.791,44.08,130.686,85.261,110.423,127.636,173.559,171.277,223.342,255.732,288.83,286.373,280.499,179.428,214.338,202.068,117.769,335.464,316.381,350.516,374.506,319.332,387.156,390.691,389.636,360.379,275.804,326.873,354.534,367.043,391.342,391.829,307.501,229.643,270.681,316.305,327.126,366.578,354.644,410.727,344.287,327.915,311.47,340.238,361.263,386.255,402.392,396.273,392.441,419.631,367.179,410.484,514.911,533.333,585.945,238.032,290.333,270.178,264.629,310.76,355.369,372.593,389.186,334.406,476.529,264.723,504.728,447.914,461.14,331.864,295.99,572.735,603.829,636.388,672.629,566.774,623.811,642.74,595.84,691.542,619.465,625.976,696.741,739.125,728.059,755.567,527.252,554.896,555.702,587.409,618.381,639.557,634.268,637.268,641.741,526.719,575.129,667.785,657.538,669.085,715.727,705.413,660.239,685.562,715.952,726.791,754.991,717.098,787.26,825.437,812.715,906.769,910.122,899.227,1006.783,1006.819,1023.302,1086.363,1109.27,1231.555,1300.846,1170.52,1253.454,1285.19,1338.01,1360.025,1443.945,1448.965,1489.373,1536.081,1528.442,1624.013,1520.449,1496.609,1438.961,1546.788,1638.019,1662.852,1769.119,1773.258,1793.399,1831.157,1680.622,1801.126,1869.182,1922.047,1791.428,1919.693,1993.054,2030.195,2130.4,2062.198,2108.406,2197.222,2034.815,2009.971,2040.401,2072.014,2014.519,2147.308,2117.584
Seljord,174.882,171.138,169.245,159.701,172.372,166.867,203.651,202.633,120.157,186.012,206.544,163.968,216.952,235.678,239.055,84.589,87.76,0,151.713,129.993,44.838,154.731,165.901,172.697,201.676,199.394,251.459,246.619,279.717,271.674,265.8,164.729,127.138,116.22,103.203,320.765,301.682,335.817,356.623,233.484,332.747,327.721,329.285,274.531,189.956,241.025,268.686,281.195,305.494,305.981,221.653,143.795,184.833,230.457,241.278,280.73,268.796,324.879,258.439,241.673,225.622,254.39,275.415,300.407,316.544,310.425,306.199,333.783,338.847,380.689,450.541,503.538,556.15,256.838,309.139,288.984,253.059,298.628,374.175,391.399,378.464,321.54,464.397,251.857,523.534,466.72,449.008,321.142,283.124,560.603,574.034,606.593,643.536,554.642,611.679,630.608,583.708,679.41,615.46,621.971,692.736,732.302,721.236,748.744,515.12,550.891,551.697,583.404,614.376,635.552,630.263,633.263,637.736,545.525,593.935,686.591,653.378,664.925,711.567,701.253,656.234,681.557,711.792,722.98,750.986,713.093,783.255,821.432,808.71,902.609,905.962,895.222,1002.623,1002.659,1019.142,1082.203,1105.11,1227.395,1296.686,1166.36,1249.294,1281.03,1333.85,1355.865,1439.785,1444.805,1485.213,1531.921,1524.282,1619.853,1516.289,1492.449,1434.801,1542.628,1633.859,1658.692,1764.959,1769.098,1789.239,1826.997,1676.462,1796.966,1865.022,1938.825,1808.99,1937.255,2010.616,2046.973,2147.178,2078.976,2125.968,2216.028,2052.377,2028.777,2059.207,2088.792,2033.325,2164.086,2135.245
Horten,81.562,71.194,81.598,81.377,46.002,15.154,51.938,50.92,58.296,92.692,113.224,114.9,204.375,223.101,236.272,76.585,75.371,161.086,0,41.149,204.572,151.491,176.653,193.866,239.789,237.507,289.572,321.962,355.06,352.603,346.729,245.658,286.872,275.954,183.999,401.694,382.611,416.746,440.736,393.218,453.386,456.921,455.866,434.265,349.69,400.759,428.42,440.929,465.228,465.715,381.387,303.529,344.567,390.191,401.012,440.464,428.53,484.613,418.173,401.801,385.356,414.124,416.954,460.141,476.278,470.159,466.327,493.517,351.779,368.112,472.539,490.961,543.573,163.518,215.819,195.664,197.295,243.426,280.855,298.079,323.262,280.066,409.195,208.895,430.214,373.4,393.806,265.94,241.65,505.401,561.457,594.016,605.295,499.44,556.477,575.406,528.506,624.208,544.951,551.462,622.227,664.611,653.545,681.053,459.918,480.382,481.188,512.895,543.867,565.043,559.754,562.754,567.227,452.205,500.615,593.271,583.024,594.571,641.213,630.899,585.725,611.048,641.438,652.277,680.477,642.584,712.746,750.923,738.201,832.255,835.608,824.713,932.269,932.305,948.788,1011.849,1034.756,1157.041,1226.332,1096.006,1178.94,1210.676,1263.496,1285.511,1369.431,1374.451,1414.859,1461.567,1453.928,1549.499,1445.935,1422.095,1364.447,1472.274,1563.505,1588.338,1694.605,1698.744,1718.885,1756.643,1606.108,1726.612,1794.668,1847.533,1716.914,1845.179,1918.54,1955.681,2055.886,1987.684,2033.892,2122.708,1960.301,1935.457,1965.887,1997.5,1940.005,2072.794,2043.07
Sandefjord,120.976,110.608,121.012,120.358,85.416,54.568,91.352,90.334,83.834,132.106,152.638,140.438,229.913,248.639,261.81,102.123,43.775,130.139,40.691,0,173.625,119.895,145.057,162.27,208.193,205.911,257.976,290.366,323.464,321.007,315.133,214.062,255.846,245.007,152.403,370.098,351.015,385.15,409.14,362.271,421.79,425.325,424.27,403.318,318.743,369.812,397.473,409.982,434.281,434.768,350.44,272.582,313.62,359.244,370.065,409.517,397.583,453.666,387.226,370.854,354.409,383.177,404.202,429.194,445.331,439.212,435.38,462.57,377.317,393.65,498.077,516.499,569.111,202.932,255.233,235.078,229.529,275.66,320.269,337.493,355.496,305.604,441.429,234.433,469.628,412.814,426.04,298.174,267.188,537.635,586.995,619.554,637.529,531.674,588.711,607.64,560.74,656.442,584.365,590.876,661.641,704.025,692.959,720.467,492.152,519.796,520.602,552.309,583.281,604.457,599.168,602.168,606.641,491.619,540.029,632.685,622.438,633.985,680.627,670.313,625.139,650.462,680.852,691.691,719.891,681.998,752.16,790.337,777.615,871.669,875.022,864.127,971.683,971.719,988.202,1051.263,1074.17,1196.455,1265.746,1135.42,1218.354,1250.09,1302.91,1324.925,1408.845,1413.865,1454.273,1500.981,1493.342,1588.913,1485.349,1461.509,1403.861,1511.688,1602.919,1627.752,1734.019,1738.158,1758.299,1796.057,1645.522,1766.026,1834.082,1886.947,1756.328,1884.593,1957.954,1995.095,2095.3,2027.098,2073.306,2162.122,1999.715,1974.871,2005.301,2036.914,1979.419,2112.208,2082.484
Rauland,218.368,214.624,212.731,203.187,215.858,210.353,247.137,246.119,163.643,229.498,250.03,207.454,234.622,253.348,282.541,129.427,130.492,44.838,195.199,174.572,0,176.399,187.569,194.365,223.344,221.062,273.127,268.287,301.385,293.342,287.468,186.397,97.401,95.126,124.871,342.433,323.35,357.485,335.529,212.39,311.535,306.627,308.191,253.437,168.862,219.931,247.592,260.101,284.4,284.887,200.559,122.701,163.739,209.363,220.184,259.636,247.702,303.785,237.345,220.579,204.528,233.296,254.321,279.313,295.45,289.331,285.105,312.689,317.753,386.833,429.447,492.179,544.791,300.324,352.625,332.47,294.401,339.97,417.661,434.885,419.806,343.119,505.739,295.343,567.02,510.206,490.35,362.484,304.703,583.57,562.675,595.234,632.177,595.984,653.021,671.95,625.05,720.752,656.802,663.313,734.078,773.644,762.578,790.086,556.462,592.233,593.039,624.746,655.718,676.894,671.605,674.605,679.078,589.011,637.421,730.077,694.72,706.267,752.909,742.595,697.576,722.899,753.134,764.322,792.328,754.435,824.597,862.774,850.052,943.951,947.304,936.564,1043.965,1044.001,1060.484,1123.545,1146.452,1268.737,1338.028,1207.702,1290.636,1322.372,1375.192,1397.207,1481.127,1486.147,1526.555,1573.263,1565.624,1661.195,1557.631,1533.791,1476.143,1583.97,1675.201,1700.034,1806.301,1810.44,1830.581,1868.339,1717.804,1838.308,1906.364,1982.311,1851.692,1980.305,2053.666,2090.459,2190.664,2122.462,2169.018,2260.298,2095.427,2073.047,2103.477,2132.278,2076.811,2207.572,2178.662
Risor,231.567,221.199,231.603,230.949,196.007,165.159,201.943,200.925,194.425,242.697,263.229,251.029,331.851,350.577,336.776,177.089,85.104,154.612,151.282,119.571,176.28,0,50.045,67.258,113.181,110.899,162.964,195.354,228.452,226.674,229.247,128.176,233.867,247.662,69.156,284.212,265.129,299.264,323.254,364.926,335.904,339.439,338.384,388.776,321.398,372.467,400.128,412.637,421.937,437.423,353.095,275.237,316.275,361.899,372.72,412.172,400.238,456.321,389.881,373.509,357.064,385.832,406.857,431.849,447.986,441.867,438.035,465.225,452.283,495.588,581.983,618.437,671.049,313.523,365.824,345.669,340.12,386.251,430.86,448.084,466.087,416.195,552.02,343.59,580.219,523.405,536.631,408.765,377.779,648.226,688.933,721.492,748.12,642.265,699.302,718.231,671.331,767.033,694.956,701.467,772.232,814.616,803.55,831.058,602.743,630.387,631.193,662.9,693.872,715.048,709.759,712.759,717.232,602.21,650.62,743.276,733.029,744.576,791.218,780.904,735.73,761.053,791.443,802.282,830.482,792.589,862.751,900.928,888.206,982.26,985.613,974.718,1082.274,1082.31,1098.793,1161.854,1184.761,1307.046,1376.337,1246.011,1328.945,1360.681,1413.501,1435.516,1519.436,1524.456,1564.864,1611.572,1603.933,1699.504,1595.94,1572.1,1514.452,1622.279,1713.51,1738.343,1844.61,1848.749,1868.89,1906.648,1756.113,1876.617,1944.673,1997.538,1866.919,1995.184,2068.545,2105.686,2205.891,2137.689,2183.897,2272.713,2110.306,2085.462,2115.892,2147.505,2090.01,2222.799,2193.075
Arendal,256.741,246.373,256.777,256.123,221.181,190.333,227.117,226.099,219.599,267.871,288.403,276.203,357.025,375.751,361.95,202.263,110.278,165.944,176.456,144.745,187.612,49.758,0,21.294,67.217,64.935,117,149.39,182.488,180.71,183.283,82.212,244.09,258.994,62.857,238.248,219.165,253.3,277.29,376.258,289.94,293.475,292.42,342.812,332.73,383.799,365.636,371.857,375.861,417.525,364.427,286.569,327.607,373.231,384.052,423.504,411.57,467.653,401.213,384.841,368.396,397.164,418.189,443.181,459.318,453.199,449.367,476.557,477.457,520.762,593.315,643.611,696.223,338.697,390.998,370.843,365.294,411.425,456.034,473.258,491.261,441.369,577.194,368.764,605.393,548.579,561.805,433.939,402.953,673.4,714.107,746.666,773.294,667.439,724.476,743.405,696.505,792.207,720.13,726.641,797.406,839.79,828.724,856.232,627.917,655.561,656.367,688.074,719.046,740.222,734.933,737.933,742.406,627.384,675.794,768.45,758.203,769.75,816.392,806.078,760.904,786.227,816.617,827.456,855.656,817.763,887.925,926.102,913.38,1007.434,1010.787,999.892,1107.448,1107.484,1123.967,1187.028,1209.935,1332.22,1401.511,1271.185,1354.119,1385.855,1438.675,1460.69,1544.61,1549.63,1590.038,1636.746,1629.107,1724.678,1621.114,1597.274,1539.626,1647.453,1738.684,1763.517,1869.784,1873.923,1894.064,1931.822,1781.287,1901.791,1969.847,2022.712,1892.093,2020.358,2093.719,2130.86,2231.065,2162.863,2209.071,2297.887,2135.48,2110.636,2141.066,2172.679,2115.184,2247.973,2218.249
Grimstad,274.141,263.773,274.177,273.523,238.581,207.733,244.517,243.499,236.999,285.271,305.803,293.603,374.425,393.151,379.35,219.663,127.678,183.344,193.856,162.145,205.012,67.158,21.014,0,49.91,47.628,99.693,132.083,165.181,163.403,191.188,89.793,261.49,276.394,80.257,234.084,203.688,250.263,273.126,383.097,285.776,289.311,288.256,338.648,350.13,401.199,361.36,367.581,371.697,414.296,381.827,303.969,345.007,390.631,401.452,440.904,428.97,464.956,418.613,402.241,385.796,414.564,435.589,460.581,476.718,470.599,466.767,493.957,494.857,538.162,610.715,661.011,713.623,356.097,408.398,388.243,382.694,428.825,473.434,490.658,508.661,458.769,594.594,386.164,622.793,565.979,579.205,451.339,420.353,690.8,731.507,764.066,790.694,684.839,741.876,760.805,713.905,809.607,737.53,744.041,814.806,857.19,846.124,873.632,645.317,672.961,673.767,705.474,736.446,757.622,752.333,755.333,759.806,644.784,693.194,785.85,775.603,787.15,833.792,823.478,778.304,803.627,834.017,844.856,873.056,835.163,905.325,943.502,930.78,1024.834,1028.187,1017.292,1124.848,1124.884,1141.367,1204.428,1227.335,1349.62,1418.911,1288.585,1371.519,1403.255,1456.075,1478.09,1562.01,1567.03,1607.438,1654.146,1646.507,1742.078,1638.514,1614.674,1557.026,1664.853,1756.084,1780.917,1887.184,1891.323,1911.464,1949.222,1798.687,1919.191,1987.247,2040.112,1909.493,2037.758,2111.119,2148.26,2248.465,2180.263,2226.471,2315.287,2152.88,2128.036,2158.466,2190.079,2132.584,2265.373,2235.649
KristiansandS,319.989,309.621,320.025,319.371,284.429,253.581,290.365,289.347,282.847,331.119,351.651,339.451,418.614,437.34,425.198,265.511,173.526,201.662,239.704,207.993,223.33,113.006,66.862,49.729,0,3.57,49.783,82.173,115.271,114.699,142.477,61.524,279.808,294.712,98.575,185.38,154.984,212.494,224.422,334.393,237.072,240.607,239.552,289.944,368.448,358.536,312.656,318.877,322.993,364.545,384.824,322.287,363.325,408.949,419.77,418.135,430.113,415.205,436.931,420.559,404.114,432.882,453.907,437.621,453.758,447.639,457.522,470.997,517.339,582.351,620.871,691.765,741.399,401.945,454.246,434.091,428.542,474.673,519.282,536.506,554.509,504.617,640.442,432.012,668.641,611.827,625.053,497.187,466.201,736.648,762.261,794.82,831.763,730.687,787.724,806.653,759.753,855.455,783.378,789.889,860.654,903.038,891.972,919.48,691.165,718.809,719.615,751.322,782.294,803.47,798.181,801.181,805.654,690.632,739.042,831.698,821.451,832.998,879.64,869.326,824.152,849.475,879.865,890.704,918.904,881.011,951.173,989.35,976.628,1070.682,1074.035,1063.14,1170.696,1170.732,1187.215,1250.276,1273.183,1395.468,1464.759,1334.433,1417.367,1449.103,1501.923,1523.938,1607.858,1612.878,1653.286,1699.994,1692.355,1787.926,1684.362,1660.522,1602.874,1710.701,1801.932,1826.765,1933.032,1937.171,1957.312,1995.07,1844.535,1965.039,2033.095,2085.96,1955.341,2083.606,2156.967,2194.108,2294.313,2226.111,2272.319,2361.135,2198.728,2173.884,2204.314,2235.927,2178.432,2311.221,2281.497
KristiansandN,316.419,306.051,316.455,315.801,280.859,250.011,286.795,285.777,279.277,327.549,348.081,335.881,415.044,433.77,421.628,261.941,169.956,198.092,236.134,204.423,219.76,109.436,63.292,46.159,4.925,0,53.502,85.892,118.99,118.418,146.203,65.25,276.238,291.142,95.005,189.099,158.703,215.999,228.141,338.112,240.791,244.326,243.271,293.663,364.878,362.255,316.375,322.596,326.712,368.264,388.543,318.717,359.755,405.379,416.2,421.854,433.832,418.924,433.361,416.989,400.544,429.312,450.337,441.34,457.477,451.358,461.241,474.716,513.769,578.781,624.59,688.195,740.807,398.375,450.676,430.521,424.972,471.103,515.712,532.936,550.939,501.047,636.872,428.442,665.071,608.257,621.483,493.617,462.631,733.078,758.691,791.25,828.193,727.117,784.154,803.083,756.183,851.885,779.808,786.319,857.084,899.468,888.402,915.91,687.595,715.239,716.045,747.752,778.724,799.9,794.611,797.611,802.084,687.062,735.472,828.128,817.881,829.428,876.07,865.756,820.582,845.905,876.295,887.134,915.334,877.441,947.603,985.78,973.058,1067.112,1070.465,1059.57,1167.126,1167.162,1183.645,1246.706,1269.613,1391.898,1461.189,1330.863,1413.797,1445.533,1498.353,1520.368,1604.288,1609.308,1649.716,1696.424,1688.785,1784.356,1680.792,1656.952,1599.304,1707.131,1798.362,1823.195,1929.462,1933.601,1953.742,1991.5,1840.965,1961.469,2029.525,2082.39,1951.771,2080.036,2153.397,2190.538,2290.743,2222.541,2268.749,2357.565,2195.158,2170.314,2200.744,2232.357,2174.862,2307.651,2277.927
Mandal,367.106,356.738,367.142,366.488,331.546,300.698,337.482,336.464,329.964,378.236,398.768,386.568,465.731,484.457,472.315,312.628,220.643,248.779,286.821,255.11,270.447,160.123,113.979,96.846,48.231,50.687,0,32.39,65.488,66.773,121.22,86.797,326.925,341.829,145.692,137.454,107.058,166.952,176.496,286.467,189.146,192.681,191.626,242.018,335.539,309.563,264.73,270.951,275.067,316.619,335.851,369.404,381.802,370.82,398.88,370.209,382.187,367.279,393.14,437.244,422.591,451.359,472.384,388.648,404.785,398.666,408.549,422.024,535.816,604.896,571.898,673.267,692.426,449.062,501.363,481.208,475.659,521.79,566.399,583.623,601.626,551.734,687.559,479.129,715.758,658.944,672.17,544.304,513.318,764.658,743.763,776.322,813.265,777.804,834.841,853.77,806.87,902.572,830.495,837.006,907.771,950.155,939.089,966.597,738.282,765.926,766.732,798.439,829.411,850.587,845.298,848.298,852.771,737.749,786.159,878.815,868.568,880.115,926.757,916.443,871.269,896.592,926.982,937.821,966.021,928.128,998.29,1036.467,1023.745,1117.799,1121.152,1110.257,1217.813,1217.849,1234.332,1297.393,1320.3,1442.585,1511.876,1381.55,1464.484,1496.22,1549.04,1571.055,1654.975,1659.995,1700.403,1747.111,1739.472,1835.043,1731.479,1707.639,1649.991,1757.818,1849.049,1873.882,1980.149,1984.288,2004.429,2042.187,1891.652,2012.156,2080.212,2133.077,2002.458,2130.723,2204.084,2241.225,2341.43,2273.228,2319.436,2408.252,2245.845,2221.001,2251.431,2283.044,2225.549,2358.338,2328.614
Lyngdal,397.916,387.548,397.952,397.298,362.356,331.508,368.292,367.274,360.774,409.046,429.578,410.571,463.555,482.281,484.306,331.192,251.453,246.603,317.631,285.92,268.271,190.933,144.789,127.656,79.041,81.497,32.357,0,33.426,38.992,93.439,82.606,324.749,339.653,143.516,109.673,79.277,139.171,148.715,258.686,161.365,164.9,163.845,214.237,307.758,281.782,236.949,243.17,247.286,288.838,308.07,345.358,352.974,343.039,371.099,342.428,354.406,339.498,365.359,409.463,393.763,422.531,443.556,360.867,377.004,370.885,380.768,394.243,506.988,576.068,544.117,645.486,664.645,479.872,532.173,512.018,499.662,545.231,597.209,614.433,625.067,568.143,711,498.46,746.568,689.754,695.611,567.745,529.727,736.877,715.982,748.541,785.484,801.245,815.634,877.211,830.311,881.277,861.305,867.816,938.581,978.905,967.839,995.347,761.723,796.736,797.542,829.249,860.221,881.397,876.108,879.108,883.581,768.559,816.969,909.625,899.378,910.925,957.567,947.253,902.079,927.402,957.792,968.631,996.831,958.938,1029.1,1067.277,1054.555,1148.609,1151.962,1141.067,1248.623,1248.659,1265.142,1328.203,1351.11,1473.395,1542.686,1412.36,1495.294,1527.03,1579.85,1601.865,1685.785,1690.805,1731.213,1777.921,1770.282,1865.853,1762.289,1738.449,1680.801,1788.628,1879.859,1904.692,2010.959,2015.098,2035.239,2072.997,1922.462,2042.966,2111.022,2163.887,2033.268,2161.533,2234.894,2272.035,2372.24,2304.038,2350.246,2439.062,2276.655,2251.811,2282.241,2313.854,2256.359,2389.148,2359.424
Vestbygd,431.033,420.665,431.069,430.415,395.473,364.625,401.409,400.391,393.891,442.163,462.695,443.688,496.672,515.398,517.423,364.309,284.57,279.72,350.748,319.037,301.388,224.05,177.906,160.773,112.158,114.614,65.474,33.429,0,50.976,105.423,115.723,357.866,372.77,176.633,121.657,91.261,151.155,160.699,270.67,173.349,176.884,175.829,226.221,319.742,293.766,248.933,255.154,259.27,300.822,320.054,357.342,364.958,355.023,383.083,354.412,366.39,351.482,377.343,421.447,405.747,434.515,455.54,372.851,388.988,382.869,392.752,406.227,518.972,588.052,556.101,657.47,676.629,512.989,565.29,545.135,532.779,578.348,630.326,647.55,658.184,601.26,724.693,531.577,779.685,722.871,728.728,600.862,562.844,748.861,727.966,760.525,797.468,834.362,827.618,904.36,863.428,893.261,894.422,900.933,971.698,1012.022,1000.956,1028.464,794.84,829.853,830.659,862.366,893.338,914.514,909.225,912.225,916.698,801.676,850.086,942.742,932.495,944.042,990.684,980.37,935.196,960.519,990.909,1001.748,1029.948,992.055,1062.217,1100.394,1087.672,1181.726,1185.079,1174.184,1281.74,1281.776,1298.259,1361.32,1384.227,1506.512,1575.803,1445.477,1528.411,1560.147,1612.967,1634.982,1718.902,1723.922,1764.33,1811.038,1803.399,1898.97,1795.406,1771.566,1713.918,1821.745,1912.976,1937.809,2044.076,2048.215,2068.356,2106.114,1955.579,2076.083,2144.139,2197.004,2066.385,2194.65,2268.011,2305.152,2405.357,2337.155,2383.363,2472.179,2309.772,2284.928,2315.358,2346.971,2289.476,2422.265,2392.541
Flekkefjord,433.306,422.938,433.342,432.688,397.746,366.898,403.682,402.664,396.164,444.436,464.968,440.349,493.333,512.059,514.084,359.618,286.843,276.381,353.021,321.31,298.049,226.323,180.179,163.046,113.317,116.887,66.633,39.183,50.554,0,57.917,112.384,354.527,369.431,173.294,74.151,43.755,103.649,113.193,223.164,125.843,129.378,128.323,178.715,272.236,246.26,201.427,207.648,211.764,253.316,272.548,309.836,317.452,307.517,335.577,306.906,318.884,303.976,329.837,373.941,358.241,387.009,408.034,325.345,341.482,335.363,345.246,358.721,471.466,540.546,508.595,609.964,629.123,515.262,567.563,547.408,529.44,575.009,632.599,649.823,654.845,597.921,677.187,528.238,781.958,725.144,725.389,597.523,559.505,701.355,680.46,713.019,749.962,804.396,780.112,856.854,860.089,845.755,891.841,898.352,969.117,1008.683,997.617,1025.125,791.501,827.272,828.078,859.785,890.757,911.933,906.644,909.644,914.117,803.949,852.359,945.015,929.759,941.306,987.948,977.634,932.615,957.938,988.173,999.361,1027.367,989.474,1059.636,1097.813,1085.091,1178.99,1182.343,1171.603,1279.004,1279.04,1295.523,1358.584,1381.491,1503.776,1573.067,1442.741,1525.675,1557.411,1610.231,1632.246,1716.166,1721.186,1761.594,1808.302,1800.663,1896.234,1792.67,1768.83,1711.182,1819.009,1910.24,1935.073,2041.34,2045.479,2065.62,2103.378,1952.843,2073.347,2141.403,2199.277,2068.658,2196.923,2270.284,2307.425,2407.63,2339.428,2385.636,2474.452,2312.045,2287.201,2317.631,2349.244,2291.749,2424.538,2394.814
