,OsloO,OsloS,OsloN,OsloV,Aas,Moss,Fredrikstad,Sarpsborg,Drammen,Lillestrom,Jessheim,Honefoss,Nesbyen,Gol,Geilo,Kongsberg,Porsgrunn,Seljord,Horten,Sandefjord,Rauland,Risor,Arendal,Grimstad,KristiansandS,KristiansandN,Mandal,Lyngdal,Vestbygd,Flekkefjord,Tonstad,Evje,Rysstad,Hovden,Aamli,Egersund,Heskestad,Byrkjedal,Bryne,Erfjord,StavangerS,StavangerO,StavangerV,Aardal,Sauda,Vikedal,Aksdal,Haugesund,Ferkingstad,Bomlo,Skaanevik,Roldal,Odda,Rosendal,Mundheim,Osoyro,Fusa,Austevoll,Eikelandsosen,Norheimsund,Kinsarvik,Eidfjord,Vossevangen,BergenS,Loddefjord,BergenN,Nyborg,Aagotnes,Flaam,Sogndal,Forde,Nordfjordeid,Maaloy,Kongsvinger,Flisa,Hamar,Gjovik,Lillehammer,Trysil,Koppang,Vinstra,Beitostolen,Lom,Dokka,Hodalen,Alvdal,Dombaas,Vestre Gausdal,Fagernes,Geiranger,Volda,Ulsteinvik,Aalesund,Aandalsnes,Molde,Tingvoll,Sunndalsora,Kristiansund,Rindal,Orkanger,Hestvika,Kvenvaer,Sistranda,Titran,Oppdal,Berkaak,Rennebu,Storen,Melhus,TrondheimV,TrondheimS,TrondheimN,TrondheimO,Roros,Haltdalen,Selbu,Hommelvik,Stjordal,Meraaker,Frosta,Vanvikan,Brekstad,Levanger,Mosvik,Steinkjer,Aafjord,Steinsdalen,Flatanger,Namsos,Namsskogan,Foldereid,Rorvik,Bronnoysund,Hattfjelldal,Mosjoen,Sandnessjoen,Mo i Rana,Jektvik,Glomfjord,Krokstranda,Storjord,Fauske,Bodo,Morsvikbotn,Leinesfjorden,Hamsund,Ballangen,Narvik,Sortland,Andenes,Nordland,Leknes,Sorvaagen,Harstad,Bardufoss,Gryllefjord,Elverhoy,Tromso,Skulsfjord,Hansnes,Finnsnes,Olderdalen,Skjervoy,Alta,Kautokeino,Karasjok,Lakselv,Olderfjord,Honningsvaag,Hammerfest,Veidnes,Mehamn,Borselv,Tana bru,Tana,Vadso,Kirkenes,Vardo,Baatsfjord
Sandnessjoen,934.445,942.601,941.011,945.721,969.203,996.133,1028.076,1027.058,985.637,924.021,900.569,932.045,947.188,928.446,976.386,1012.946,1085.459,1092.089,1011.301,1051.237,1135.575,1161.579,1186.741,1203.954,1249.877,1247.595,1299.66,1332.05,1365.148,1362.691,1356.817,1255.746,1217.875,1206.957,1194.087,1383.538,1392.699,1367.483,1337.289,1241.026,1313.189,1310.785,1306.795,1282.073,1193.128,1215.422,1236.262,1242.111,1270.875,1203.322,1189.229,1157.929,1116.534,1162.6,1144.581,1131.555,1143.533,1153.638,1133.665,1102.014,1075.745,1077.083,1030.501,1120.684,1136.138,1126.988,1117.278,1153.377,965.326,894.952,958.261,854.957,909.449,899.164,849.339,828.767,841.551,799.199,789.323,718.603,720.667,911.076,729.285,850.979,645.384,638.456,645.524,796.181,877.051,796.841,816.929,791.173,767.413,745.057,687.007,625.372,617.151,652.35,546.126,490.536,565.285,607.669,596.603,624.111,566.808,531.388,532.194,498.75,470.094,459.879,452.501,452.176,448.478,599.91,555.213,458.45,428.919,420.889,467.531,410.351,431.773,469.209,372.748,371.839,333.322,421.863,351.341,353.751,288.197,179.759,183.895,228.47,87.234,137.83,64.67,0,110.485,494.079,427.366,171.735,254.669,286.405,339.225,361.24,445.16,450.18,490.588,537.228,529.657,625.228,521.664,497.824,440.176,548.003,639.234,664.067,770.334,774.473,794.614,832.372,681.837,802.273,870.221,1009.367,1034.657,1162.922,1180.959,1117.515,1217.72,1149.518,1296.969,1405.581,1223.378,1293.159,1323.589,1352.355,1426.356,1427.649,1398.739
Mo i Rana,957.334,965.49,963.9,968.61,992.092,1019.022,1050.965,1049.947,1008.526,946.91,923.458,954.934,970.077,951.335,999.275,1035.835,1108.348,1114.978,1034.19,1074.126,1158.464,1184.468,1209.63,1226.843,1272.766,1270.484,1322.549,1354.939,1388.037,1385.58,1379.706,1278.635,1240.764,1229.846,1216.976,1406.427,1415.588,1390.372,1360.178,1263.915,1336.078,1333.674,1329.684,1304.962,1216.017,1238.311,1259.151,1265,1293.764,1226.211,1212.118,1180.818,1139.423,1185.489,1167.47,1154.444,1166.422,1176.527,1156.554,1124.903,1098.634,1099.972,1053.39,1143.573,1159.027,1149.877,1140.167,1176.266,988.215,917.841,981.15,877.846,932.338,922.053,872.228,851.656,864.44,822.088,812.212,741.492,743.556,933.965,752.174,873.868,668.273,661.345,668.413,819.07,899.94,819.73,839.818,814.062,790.302,767.946,709.896,648.261,640.04,675.239,569.015,513.425,588.174,630.558,619.492,647,589.697,554.277,555.083,521.639,492.983,482.836,475.39,475.065,471.367,622.799,578.102,481.339,451.808,443.778,490.42,433.24,454.662,492.098,395.637,394.728,356.211,457.302,386.78,389.19,323.636,202.648,294.36,338.935,197.699,160.719,87.559,110.465,0,384.711,317.998,62.367,145.301,177.037,229.857,251.872,335.792,340.812,381.22,427.86,420.289,515.86,412.296,388.456,330.808,438.635,529.866,554.699,660.966,665.105,685.246,723.004,572.469,692.905,760.853,899.999,925.289,1053.554,1071.591,1008.147,1108.352,1040.15,1187.601,1296.213,1114.01,1183.791,1214.221,1242.987,1316.988,1318.281,1289.371
Jektvik,1340.826,1348.982,1347.392,1352.102,1375.584,1402.514,1434.457,1433.439,1392.018,1330.402,1306.95,1338.426,1353.569,1334.827,1382.767,1419.327,1491.84,1498.47,1417.682,1457.618,1541.956,1567.96,1593.122,1610.335,1656.258,1653.976,1706.041,1738.431,1771.529,1769.072,1763.198,1662.127,1624.256,1613.338,1600.468,1783.964,1793.586,1767.909,1737.715,1641.452,1713.615,1711.211,1707.221,1682.499,1593.554,1615.848,1636.688,1642.551,1671.315,1603.762,1589.655,1558.355,1516.96,1563.026,1545.007,1531.995,1543.973,1554.064,1534.091,1502.44,1476.171,1477.509,1430.927,1521.11,1536.564,1527.414,1517.704,1553.803,1365.752,1301.465,1364.642,1261.338,1315.83,1305.545,1255.72,1235.148,1247.932,1205.58,1195.836,1124.984,1127.048,1317.457,1135.666,1257.36,1051.965,1044.837,1051.905,1202.562,1283.432,1203.222,1223.31,1197.297,1173.537,1151.181,1093.388,1031.753,1023.275,1058.931,952.25,896.917,971.409,1013.793,1002.727,1030.235,973.189,937.769,938.575,905.131,876.475,866.26,858.882,858.557,854.859,1006.491,961.594,864.963,835.432,827.402,874.044,816.864,838.286,875.722,779.261,778.352,739.835,840.926,770.404,772.814,707.26,586.272,677.984,722.559,581.323,544.343,471.183,494.089,384.742,0,69.291,322.612,260.468,220.895,202.475,296.303,380.223,385.243,425.651,472.291,464.72,560.291,434.295,361.074,303.426,483.066,574.297,599.13,705.397,709.536,729.677,767.435,616.9,737.336,805.284,944.322,969.72,1097.985,1115.642,1052.198,1152.675,1084.473,1231.652,1340.264,1158.061,1279.226,1296.789,1346.982,1420.983,1422.276,1385.694
Glomfjord,1274.269,1282.425,1280.835,1285.545,1309.027,1335.957,1367.9,1366.882,1325.461,1263.845,1240.393,1271.869,1287.012,1268.27,1316.21,1352.77,1425.283,1431.913,1351.125,1391.061,1475.399,1501.403,1526.565,1543.778,1589.701,1587.419,1639.484,1671.874,1704.972,1702.515,1696.641,1595.57,1557.699,1546.781,1533.911,1723.294,1732.523,1707.239,1677.045,1580.782,1652.945,1650.541,1646.551,1621.829,1532.884,1555.178,1576.018,1581.867,1610.631,1543.078,1528.985,1497.685,1456.29,1502.356,1484.337,1471.311,1483.289,1493.394,1473.421,1441.77,1415.501,1416.839,1370.257,1460.44,1475.894,1466.744,1457.034,1493.133,1305.082,1234.708,1298.085,1194.781,1249.273,1238.988,1189.163,1168.591,1181.375,1139.023,1129.079,1058.427,1060.491,1250.9,1069.109,1190.803,985.14,978.28,985.348,1136.005,1216.875,1136.665,1156.753,1130.929,1107.169,1084.813,1026.831,965.196,956.907,992.174,885.882,830.36,905.041,947.425,936.359,963.867,906.632,871.212,872.018,838.574,809.918,799.703,792.325,792,788.302,939.666,895.037,798.206,768.675,760.645,807.287,750.107,771.529,808.965,712.504,711.595,673.078,774.169,703.647,706.057,640.503,519.515,611.227,655.802,514.566,477.586,404.426,427.332,317.985,69.247,0,255.855,193.711,154.138,135.718,229.546,313.466,318.486,358.894,405.534,397.963,493.534,367.538,294.317,236.669,416.309,507.54,532.373,638.64,642.779,662.92,700.678,550.143,670.579,738.527,877.565,902.963,1031.228,1049.157,985.713,1085.918,1017.716,1165.167,1273.779,1091.576,1212.469,1230.304,1280.225,1354.226,1355.519,1318.937
Krokstranda,1018.622,1026.778,1025.188,1029.898,1053.38,1080.31,1112.253,1111.235,1069.814,1008.198,984.746,1016.222,1031.365,1012.623,1060.563,1097.123,1169.636,1176.266,1095.478,1135.414,1219.752,1245.756,1270.918,1288.131,1334.054,1331.772,1383.837,1416.227,1449.325,1446.868,1440.994,1339.923,1302.052,1291.134,1278.264,1467.715,1476.876,1451.66,1421.466,1325.203,1397.366,1394.962,1390.972,1366.25,1277.305,1299.599,1320.439,1326.288,1355.052,1287.499,1273.406,1242.106,1200.711,1246.777,1228.758,1215.732,1227.71,1237.815,1217.842,1186.191,1159.922,1161.26,1114.678,1204.861,1220.315,1211.165,1201.455,1237.554,1049.503,979.129,1042.506,939.202,993.694,983.341,933.516,912.944,925.728,883.376,873.5,802.78,804.844,995.253,813.462,935.156,729.561,722.633,729.701,880.358,961.228,881.086,901.174,875.35,851.59,829.234,771.252,709.617,701.328,736.527,630.303,574.781,649.462,691.846,680.78,708.288,650.985,615.565,616.371,582.927,554.271,544.124,536.678,536.353,532.655,684.087,639.39,542.627,513.096,505.066,551.708,494.528,515.95,553.386,456.925,456.016,417.499,518.59,448.068,450.478,384.924,263.936,355.648,400.223,258.987,222.007,148.847,171.753,62.406,322.62,255.907,0,83.21,114.946,167.766,189.781,273.701,278.721,319.129,365.769,358.198,453.769,350.205,326.365,268.717,376.544,467.775,492.608,598.875,603.014,623.155,660.913,510.378,630.814,698.762,837.908,863.198,991.463,1009.5,946.056,1046.261,978.059,1125.51,1234.122,1051.919,1141.182,1171.612,1200.378,1274.379,1275.672,1246.762
Storjord,1101.624,1109.78,1108.19,1112.9,1136.382,1163.312,1195.255,1194.237,1152.816,1091.2,1067.748,1099.224,1114.367,1095.625,1143.565,1180.125,1252.638,1259.268,1178.48,1218.416,1302.754,1328.758,1353.92,1371.133,1417.056,1414.774,1466.839,1499.229,1532.327,1529.87,1523.996,1422.925,1385.054,1374.136,1361.266,1550.649,1559.878,1534.594,1504.4,1408.137,1480.3,1477.896,1473.906,1449.184,1360.239,1382.533,1403.373,1409.222,1437.986,1370.433,1356.34,1325.04,1283.645,1329.711,1311.692,1298.666,1310.644,1320.749,1300.776,1269.125,1242.856,1244.194,1197.612,1287.795,1303.249,1294.099,1284.389,1320.488,1132.437,1062.063,1125.44,1022.136,1076.628,1066.343,1016.518,995.946,1008.73,966.378,956.434,885.782,887.846,1078.255,896.464,1018.158,812.495,805.635,812.703,963.36,1044.23,964.02,984.108,958.284,934.524,912.168,854.186,792.551,784.262,819.461,713.237,657.715,732.396,774.78,763.714,791.222,733.987,698.554,699.36,665.929,637.273,627.058,619.68,619.355,615.657,767.021,722.392,625.561,596.03,588,634.642,577.462,598.884,636.32,539.859,538.95,500.433,601.524,531.002,533.412,467.858,346.87,438.582,483.157,341.921,304.941,231.781,254.687,145.34,260.506,193.793,83.21,0,52.832,105.652,127.667,211.587,216.607,257.015,303.655,296.084,391.655,288.091,264.251,206.603,314.43,405.661,430.494,536.761,540.9,561.041,598.799,448.264,568.7,636.648,775.686,801.084,929.349,947.006,883.562,984.039,915.837,1063.016,1171.628,989.425,1110.59,1128.153,1178.346,1252.347,1253.64,1217.058
Fauske,1133.311,1141.467,1139.877,1144.587,1168.069,1194.999,1226.942,1225.924,1184.503,1122.887,1099.435,1130.911,1146.054,1127.312,1175.252,1211.812,1284.325,1290.955,1210.167,1250.103,1334.441,1360.445,1385.607,1402.82,1448.743,1446.461,1498.526,1530.916,1564.014,1561.557,1555.683,1454.612,1416.741,1405.823,1392.953,1582.336,1591.565,1566.281,1536.087,1439.824,1511.987,1509.583,1505.593,1480.871,1391.926,1414.22,1435.06,1440.909,1469.673,1402.12,1388.027,1356.727,1315.332,1361.398,1343.379,1330.353,1342.331,1352.436,1332.463,1300.812,1274.543,1275.881,1229.299,1319.482,1334.936,1325.786,1316.076,1352.175,1164.124,1093.75,1157.127,1053.823,1108.315,1098.03,1048.205,1027.633,1040.417,998.065,988.121,917.469,919.533,1109.942,928.151,1049.845,844.182,837.322,844.39,995.047,1075.917,995.707,1015.795,989.971,966.211,943.855,885.873,824.238,815.949,851.216,744.924,689.402,764.083,806.467,795.401,822.909,765.674,730.254,731.06,697.616,668.96,658.745,651.367,651.042,647.344,798.708,754.079,657.248,627.717,619.687,666.329,609.149,630.571,668.007,571.546,570.637,532.12,633.211,562.689,565.099,499.545,378.557,470.269,514.844,373.608,336.628,263.468,286.374,177.027,220.995,154.282,114.897,52.753,0,53.286,75.774,159.694,164.714,205.122,315.142,244.191,339.762,236.198,211.885,154.237,262.537,385.313,378.601,516.413,520.552,540.693,578.451,427.916,548.352,616.3,755.338,791.013,919.278,926.93,863.486,963.691,895.489,1042.94,1151.552,969.349,1100.519,1108.077,1168.275,1242.276,1243.569,1206.987
Bodo,1186.192,1194.348,1192.758,1197.468,1220.95,1247.88,1279.823,1278.805,1237.384,1175.768,1152.316,1183.792,1198.935,1180.193,1228.133,1264.693,1337.206,1343.836,1263.048,1302.984,1387.322,1413.326,1438.488,1455.701,1501.624,1499.342,1551.407,1583.797,1616.895,1614.438,1608.564,1507.493,1469.622,1458.704,1445.834,1635.217,1644.446,1619.162,1588.968,1492.705,1564.868,1562.464,1558.474,1533.752,1444.807,1467.101,1487.941,1493.79,1522.554,1455.001,1440.908,1409.608,1368.213,1414.279,1396.26,1383.234,1395.212,1405.317,1385.344,1353.693,1327.424,1328.762,1282.18,1372.363,1387.817,1378.667,1368.957,1405.056,1217.005,1146.631,1210.008,1106.704,1161.196,1150.911,1101.086,1080.514,1093.298,1050.946,1041.002,970.35,972.414,1162.823,981.032,1102.726,897.063,890.203,897.271,1047.928,1128.798,1048.588,1068.676,1042.852,1019.092,996.736,938.754,877.119,868.83,904.097,797.805,742.283,816.964,859.348,848.282,875.79,818.555,783.135,783.941,750.497,721.841,711.626,704.248,703.923,700.225,851.589,806.96,710.129,680.598,672.568,719.21,662.03,683.452,720.888,624.427,623.518,585.001,686.092,615.57,617.98,552.426,431.438,523.15,567.725,426.489,389.509,316.349,339.255,229.908,202.464,135.751,167.778,105.634,53.247,0,128.655,212.575,217.595,258.003,304.643,297.072,392.643,231.82,160.937,103.289,315.418,406.649,431.482,537.749,541.888,562.029,599.787,449.252,569.688,637.636,776.674,801.03,929.309,948.266,884.822,985.027,916.825,1064.276,1172.888,990.685,1110.794,1129.413,1178.55,1252.551,1253.844,1217.262
Morsvikbotn,1208.226,1216.382,1214.792,1219.502,1242.984,1269.914,1301.857,1300.839,1259.418,1197.802,1174.35,1205.826,1220.969,1202.227,1250.167,1286.727,1359.24,1365.87,1285.082,1325.018,1409.356,1435.36,1460.522,1477.735,1523.658,1521.376,1573.441,1605.831,1638.929,1636.472,1630.598,1529.527,1491.656,1480.738,1467.868,1657.251,1666.48,1641.196,1611.002,1514.739,1586.902,1584.498,1580.508,1555.786,1466.841,1489.135,1509.975,1515.824,1544.588,1477.035,1462.942,1431.642,1390.247,1436.313,1418.294,1405.268,1417.246,1427.351,1407.378,1375.727,1349.458,1350.796,1304.214,1394.397,1409.851,1400.701,1390.991,1427.09,1239.039,1168.665,1232.042,1128.738,1183.23,1172.945,1123.12,1102.548,1115.332,1072.98,1063.036,992.384,994.448,1184.857,1003.066,1124.76,919.097,912.237,919.305,1069.962,1150.832,1070.622,1090.71,1064.886,1041.126,1018.77,960.788,899.153,890.864,926.131,819.839,764.317,838.998,881.382,870.316,897.824,840.589,805.169,805.975,772.531,743.875,733.66,726.282,725.957,722.259,873.623,828.994,732.163,702.632,694.602,741.244,684.064,705.486,742.922,646.461,645.552,607.035,708.126,637.604,640.014,574.46,453.472,545.184,589.759,448.523,411.543,338.383,361.289,251.942,296.32,229.607,189.812,127.668,75.791,128.611,0,83.92,88.94,129.348,239.368,168.417,263.988,160.424,221.117,229.562,186.763,309.539,302.827,440.639,444.778,464.919,502.677,352.142,472.578,540.526,679.564,715.239,843.504,851.156,787.712,887.917,819.715,967.166,1075.778,893.575,1024.745,1032.303,1092.501,1166.502,1167.795,1131.213
Leinesfjorden,1292.146,1300.302,1298.712,1303.422,1326.904,1353.834,1385.777,1384.759,1343.338,1281.722,1258.27,1289.746,1304.889,1286.147,1334.087,1370.647,1443.16,1449.79,1369.002,1408.938,1493.276,1519.28,1544.442,1561.655,1607.578,1605.296,1657.361,1689.751,1722.849,1720.392,1714.518,1613.447,1575.576,1564.658,1551.788,1741.171,1750.4,1725.116,1694.922,1598.659,1670.822,1668.418,1664.428,1639.706,1550.761,1573.055,1593.895,1599.744,1628.508,1560.955,1546.862,1515.562,1474.167,1520.233,1502.214,1489.188,1501.166,1511.271,1491.298,1459.647,1433.378,1434.716,1388.134,1478.317,1493.771,1484.621,1474.911,1511.01,1322.959,1252.585,1315.962,1212.658,1267.15,1256.865,1207.04,1186.468,1199.252,1156.9,1146.956,1076.304,1078.368,1268.777,1086.986,1208.68,1003.017,996.157,1003.225,1153.882,1234.752,1154.542,1174.63,1148.806,1125.046,1102.69,1044.708,983.073,974.784,1010.051,903.759,848.237,922.918,965.302,954.236,981.744,924.509,889.089,889.895,856.451,827.795,817.58,810.202,809.877,806.179,957.543,912.914,816.083,786.552,778.522,825.164,767.984,789.406,826.842,730.381,729.472,690.955,792.046,721.524,723.934,658.38,537.392,629.104,673.679,532.443,495.463,422.303,445.209,335.862,380.24,313.527,273.732,211.588,159.711,212.531,83.92,0,107.93,148.338,258.358,187.407,282.978,179.414,240.107,298.389,205.753,328.529,321.817,459.629,463.768,483.909,521.667,371.132,491.568,559.516,698.554,734.229,862.494,870.146,806.702,906.907,838.705,986.156,1094.768,912.565,1043.735,1051.293,1111.491,1185.492,1186.785,1150.203
Hamsund,1297.155,1305.311,1303.721,1308.431,1331.913,1358.843,1390.786,1389.768,1348.347,1286.731,1263.279,1294.755,1309.898,1291.156,1339.096,1375.656,1448.169,1454.799,1374.011,1413.947,1498.285,1524.289,1549.451,1566.664,1612.587,1610.305,1662.37,1694.76,1727.858,1725.401,1719.527,1618.456,1580.585,1569.667,1556.797,1746.18,1755.409,1730.125,1699.931,1603.668,1675.831,1673.427,1669.437,1644.715,1555.77,1578.064,1598.904,1604.753,1633.517,1565.964,1551.871,1520.571,1479.176,1525.242,1507.223,1494.197,1506.175,1516.28,1496.307,1464.656,1438.387,1439.725,1393.143,1483.326,1498.78,1489.63,1479.92,1516.019,1327.968,1257.594,1320.971,1217.667,1272.159,1261.874,1212.049,1191.477,1204.261,1161.909,1151.965,1081.313,1083.377,1273.786,1091.995,1213.689,1008.026,1001.166,1008.234,1158.891,1239.761,1159.551,1179.639,1153.815,1130.055,1107.699,1049.717,988.082,979.793,1015.06,908.768,853.246,927.927,970.311,959.245,986.753,929.518,894.098,894.904,861.46,832.804,822.589,815.211,814.886,811.188,962.552,917.923,821.092,791.561,783.531,830.173,772.993,794.415,831.851,735.39,734.481,695.964,797.055,726.533,728.943,663.389,542.401,634.113,678.688,537.452,500.472,427.312,450.218,340.871,385.249,318.536,278.741,216.597,164.72,217.54,88.929,107.919,0,86.883,192.643,121.692,217.263,71.484,132.177,190.459,140.038,262.814,256.102,393.914,398.053,418.194,455.952,305.417,425.853,493.801,632.839,668.514,796.779,804.431,740.987,841.192,772.99,920.441,1029.053,846.85,978.02,985.578,1045.776,1119.777,1121.07,1084.488
Ballangen,1337.545,1345.701,1344.111,1348.821,1372.303,1399.233,1431.176,1430.158,1388.737,1327.121,1303.669,1335.145,1350.288,1331.546,1379.486,1416.046,1488.559,1495.189,1414.401,1454.337,1538.675,1564.679,1589.841,1607.054,1652.977,1650.695,1702.76,1735.15,1768.248,1765.791,1759.917,1658.846,1620.975,1610.057,1597.187,1784.7,1794.322,1768.645,1738.451,1642.188,1714.351,1711.947,1707.957,1683.235,1594.29,1616.584,1637.424,1643.287,1672.051,1604.498,1590.391,1559.091,1517.696,1563.762,1545.743,1532.731,1544.709,1554.8,1534.827,1503.176,1476.907,1478.245,1431.663,1521.846,1537.3,1528.15,1518.44,1554.539,1366.488,1297.984,1361.361,1258.057,1312.549,1302.264,1252.439,1231.867,1244.651,1202.299,1192.355,1121.703,1123.767,1314.176,1132.385,1254.079,1048.416,1041.556,1048.624,1199.281,1280.151,1199.941,1220.029,1194.205,1170.445,1148.089,1090.107,1028.472,1020.183,1055.45,949.158,893.636,968.317,1010.701,999.635,1027.143,969.908,934.488,935.294,901.85,873.194,862.979,855.601,855.276,851.578,1002.942,958.313,861.482,831.951,823.921,870.563,813.383,834.805,872.241,775.78,774.871,736.354,837.445,766.923,769.333,703.779,582.791,674.503,719.078,577.842,540.862,467.702,490.608,381.261,425.639,358.926,319.131,256.987,205.11,257.93,129.319,148.309,86.794,0,196.25,125.299,220.87,158.278,218.971,277.253,143.645,266.421,259.709,397.521,401.66,421.801,459.559,309.024,429.46,497.408,636.446,672.121,800.386,808.038,744.594,844.799,776.597,924.048,1032.66,850.457,981.627,989.185,1049.383,1123.384,1124.677,1088.095
Narvik,1447.463,1455.619,1454.029,1458.739,1482.221,1509.151,1541.094,1540.076,1498.655,1437.039,1413.587,1445.063,1420.987,1402.245,1450.185,1525.964,1598.477,1605.107,1524.319,1564.255,1648.593,1674.597,1699.759,1716.972,1762.895,1760.613,1812.678,1845.068,1878.166,1875.709,1869.835,1768.764,1730.893,1685.465,1707.105,1885.304,1894.926,1869.249,1839.055,1742.792,1814.955,1812.551,1808.561,1783.839,1694.894,1717.188,1738.028,1743.891,1772.655,1705.102,1690.995,1659.695,1618.3,1664.366,1646.347,1633.335,1645.313,1661.666,1636.968,1603.78,1577.511,1578.849,1532.267,1628.712,1643.847,1634.697,1624.987,1661.086,1467.092,1402.015,1471.279,1367.975,1422.467,1412.182,1362.357,1341.785,1354.569,1312.217,1302.473,1231.621,1233.685,1312.434,1242.303,1363.997,1158.534,1151.474,1158.542,1309.199,1350.884,1309.859,1329.947,1303.934,1280.174,1257.818,1200.025,1138.39,1129.912,1165.568,1058.887,1003.554,1078.435,1120.819,1109.753,1137.261,1079.826,1044.406,1045.212,1011.768,983.112,972.897,965.519,965.194,961.496,1113.06,1068.231,971.6,942.069,934.039,980.681,923.501,944.923,982.359,885.898,884.989,846.472,947.563,877.041,879.451,813.897,692.909,784.621,829.196,687.96,650.98,577.82,600.726,491.379,535.757,469.044,429.249,367.105,315.228,368.048,239.437,258.427,192.695,196.391,0,178.612,245.815,215.307,290.178,348.46,101.262,103.034,206.982,234.134,238.273,258.414,296.172,145.637,266.073,334.021,473.059,497.429,625.694,644.651,581.207,681.412,613.21,760.661,869.273,687.07,806.935,825.798,874.691,948.692,949.985,913.403
Sortland,1376.405,1384.561,1382.971,1387.681,1411.163,1438.093,1470.036,1469.018,1427.597,1365.981,1342.529,1374.005,1389.148,1370.406,1418.346,1454.906,1527.419,1534.049,1453.261,1493.197,1577.535,1603.539,1628.701,1645.914,1691.837,1689.555,1741.62,1774.01,1807.108,1804.651,1798.777,1697.706,1659.835,1648.917,1636.047,1819.543,1829.165,1803.488,1773.294,1677.031,1749.194,1746.79,1742.8,1718.078,1629.133,1651.427,1672.267,1678.13,1706.894,1639.341,1625.234,1593.934,1552.539,1598.605,1580.586,1567.574,1579.552,1589.643,1569.67,1538.019,1511.75,1513.088,1466.506,1556.689,1572.143,1562.993,1553.283,1589.382,1401.331,1337.044,1400.221,1296.917,1351.409,1341.124,1291.299,1270.727,1283.511,1241.159,1231.415,1160.563,1162.627,1353.036,1171.245,1292.939,1087.476,1080.416,1087.484,1238.141,1319.011,1238.801,1258.889,1232.876,1209.116,1186.76,1128.967,1067.332,1058.854,1094.51,987.829,932.496,1006.988,1049.372,1038.306,1065.814,1008.768,973.348,974.154,940.71,912.054,901.839,894.461,894.136,890.438,1042.002,997.173,900.542,871.011,862.981,909.623,852.443,873.865,911.301,814.84,813.931,775.414,876.505,805.983,808.393,742.839,621.851,713.563,758.138,616.902,579.922,506.762,529.668,420.321,464.699,397.986,358.191,296.047,244.17,296.99,168.379,187.369,121.637,125.333,178.505,0,101.297,108.885,183.756,242.038,125.9,246.77,140.022,359.297,363.436,381.584,419.342,202.196,391.236,459.184,598.222,631.251,759.516,769.814,706.37,806.575,738.373,885.824,994.436,812.233,940.757,950.961,1008.513,1082.514,1083.807,1047.225
Andenes,1472.02,1480.176,1478.586,1483.296,1506.778,1533.708,1565.651,1564.633,1523.212,1461.596,1438.144,1469.62,1445.544,1426.802,1474.204,1550.521,1623.034,1629.664,1548.876,1588.812,1673.15,1699.154,1724.316,1741.529,1787.452,1785.17,1837.235,1869.625,1902.723,1900.266,1894.392,1793.321,1755.45,1709.484,1731.662,1909.861,1919.483,1893.806,1863.612,1767.349,1839.512,1837.108,1833.118,1808.396,1719.451,1741.745,1762.585,1768.448,1797.212,1729.659,1715.552,1684.252,1642.857,1688.923,1670.904,1657.892,1669.87,1686.223,1661.525,1628.337,1602.068,1603.406,1556.824,1653.269,1668.404,1659.254,1649.544,1685.643,1491.649,1432.659,1495.836,1392.532,1447.024,1436.739,1386.914,1366.342,1379.126,1336.774,1327.03,1256.178,1258.242,1336.991,1266.86,1388.554,1183.091,1176.031,1183.099,1333.756,1375.441,1334.416,1354.504,1328.491,1304.731,1282.375,1224.582,1162.947,1154.469,1190.125,1083.444,1028.111,1102.603,1144.987,1133.921,1161.429,1104.383,1068.963,1069.769,1036.325,1007.669,997.454,990.076,989.751,986.053,1137.617,1092.788,996.157,966.626,958.596,1005.238,948.058,969.48,1006.916,910.455,909.546,871.029,972.12,901.598,904.008,838.454,717.466,809.178,853.753,712.517,675.537,602.377,625.283,515.936,560.314,493.601,453.806,391.662,339.785,392.605,263.994,282.984,217.252,220.948,245.87,101.341,0,204.5,279.371,337.653,221.515,145.587,38.839,258.114,262.253,280.401,318.159,101.013,290.053,358.001,497.039,530.068,658.333,668.631,605.187,705.392,637.19,784.641,893.253,711.05,839.574,849.778,907.33,981.331,982.624,946.042
